Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-383978,1970762,2-High,[Lenovo-IdeaPad][LNL][QIXIA][win11][EVT][FmP]WiFi YB after reboot (assert 0x508),caizhiqi,07/Feb/24 8:37 AM,Lenovo - IdeaPad,Fixed,TOP->Integration,,,Closed,23.35.0.4,23.35,Fillmore Peak 2 Blazar (BE201),,,,,,,,0x20100508,yb,,,,,,,,P2-High,caizhiqi,fw SHA1 # 51c8cb contains the fix,Fixed
WIFI-378432,1952800,1-Critical,"[ThinkPad_JP][Thames][MTL][AX211][Assert 0x515] YB Error code 10 on WLAN device after restart (FR: 1/1 unit, 2/5 trials)",timdaway,22/Jan/24 7:20 PM,Lenovo - ThinkPad JP,Fixed,TOP->Integration,,,Closed,23.20.0.4,23.30.2.1,Garfield Peak 2 Magnetar (AX211),,,,,,,,0x20100515,CIV_TW_HLK,postsratccb,TW_HLK_LAB,,,,,,P2-High,timdaway,"DPHY setting according to SNPS spec + remove Spur mitigation.
HF for Lenovo Only - 23.30.2.1
**** Branch ****",Fixed
WIFI-368602,1921101,2-High,[Lenovo Thinkbook][Lenovo][TB 13X G4][MTL][AX211]BSOD 0x13A(Netwtw14!memFree) occurs when running WB stress test in product line,caizhiqi,28/Dec/23 8:38 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,23.10.0.8,SBHWFW00666_23.30.0.6,Garfield Peak 2 Magnetar (AX211),,,,,,,,postsratccb,,,,,,,,,P2-High,caizhiqi,"Fixed by Lomanov:
5cb81ff25d2659bd12730061055f4a66ff9de9e7
64138927d5c51a80fd5560eb45b425189a91f8bf 
CTDP/DPTF Get/Set API handling: introduce dynamically allocated DPTF handler
data",Fixed
WIFI-365608,1912590,2-High,[ThinkPad JP][LCFC][OAK-2][MTL][AX211][23H2][1/800 units]device lost @ restart (assert 0x515),timdaway,20/Dec/23 5:11 PM,Lenovo - ThinkPad JP,Fixed,TOP->Integration,,,Closed,SIT,23.30.2.1,Garfield Peak 2 Magnetar (AX211),,,,,,,,,,,,,,,,,P2-High,timdaway,"DPHY setting according to SNPS spec + remove Spur mitigation.
HF for Lenovo Only - 23.30.2.1
**** Branch ****",Fixed
WIFI-357703,1873179,2-High,[Lenovo_ThinkPad_JP][THAMES][MTL][GaP2] Wi-Fi 7 low Tx throughput issue across different 320MHz -1 or -2 channels,timdaway,25/Nov/23 11:12 AM,Lenovo - ThinkPad JP,Fixed,Customer TBD,,,Closed,23.10.0.8,REL_99.0.86.2,Gale Peak 2 (BE200),,,,,,,,GaP_86,GaP_TpT_integration,performance,postsratccb,,,,,,P4-Low,hdadon,PHY fix. Tx DFE fix for 320M channels.  Clk diff between digital (top pll) to LO clk caused timing drift in long packets.  ,Fixed
WIFI-356402,1862909,2-High,[Lenovo/Commercial][LCFC][MTL][ax211][Yoga pro9] new China SRRC enable failed on Lenovo Platform,caizhiqi,20/Nov/23 2:25 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,V23.0.6.4,23.10.0.8,Garfield Peak 2 Blazar (AX211),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-351262,1845340,1-Critical,[ThinkPad JP][LCFC][Matterhorn][MTL][BE200][23H2][2/6 units]BSOD 0x10d @ s0i3 test,timdaway,03/Nov/23 3:06 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,23.0.5.7,"SBHWFW00427_23.20.0.2, CRWFW8718_99.0.85.1",Gale Peak 2 (BE200),,,,,,,,bsod_mtl_gap,Core84_Spin,GaP_84,,,,,,,P2-High,timdaway,"MLD stealth APs had double entry in BSS table, which caused double ref count reduction the pApCommon info buffer
",Fixed
WIFI-345845,1804846,2-High,[Lenovo-Ideapad][Legion 9 16IRX9][RPL-HX Refresh][AX211][CITU]: Marginal test of CNVI always failed at 40%,caizhiqi,20/Sep/23 10:51 AM,Lenovo - IdeaPad,Fixed,TOP->FW,,,Closed,"22.250.0.4; 23.0.5.7",SBHWFW00777_23.40.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,P2-High,caizhiqi,"When running CITU, the wmal/wpal NMIs were still enabled (for projects which has the old phy init phases, pre-blazar family), and the fix is to disable such NMIs from Wmac code when Umac is running in ""silent mode"".",Fixed
WIFI-342582,1809349,2-High,[Lenovo-Ideapad][LCFC][NEC-L360 ITL][Win11_MayCI][TGL][9560]intel 9560 show YB on device management during platform stress test.,caizhiqi,25/Sep/23 2:38 PM,Lenovo - IdeaPad,Fixed,Customer TBD,,,Closed,22.240.0.6,SBHWFW00443_23.20.0.3,Jefferson Peak 2 Quasar (9560),,,,,,,,postsratccb,,,,,,,,,P4-Low,caizhiqi,added a W/A based on Ofer's recommendation.,Fixed
WIFI-333675,1767479,1-Critical,[Lenovo_IdeaPad_CSLP][QuZhou 6D][LCFC][SIT-QS][S590-MTL][GfP2]Recoverable WLAN Yellow Bang (Assert 0x20100505) during Warm Boot stress test,caizhiqi,25/Aug/23 10:53 AM,Lenovo - IdeaPad,Fixed,TOP->FW,,,Closed,23.0.5.2,SBHWFW00258_23.10.0.1,Garfield Peak 2 Magnetar (AX211),,,,,,,,GaP_HF,GaP_PV2,,,,,,,,P2-High,caizhiqi,Update osc_freq for SNPS IP,Fixed
WIFI-318975,1705302,2-High,"[ThinkPad JP][Thames][MTL][BE200][22H2] GaP2 TX tput unstable or disconnection during tput test -- uCode ASSERT(LMAC1, rtStatus = 0x28BF, log is valid. data1:0x0, data2:0x32)",timdaway,29/Jun/23 4:38 PM,Lenovo - ThinkPad JP,Fixed,System->PHY,,,Closed,22.235.0.4,CRWFW8166_99.0.82.5,Gale Peak 2 (BE200),,,,,,,,GaP_PV1,,,,,,,,,P2-High,timdaway,"fixed by Lifshitz, Elad: 71ee2366f32f9b3a57dede3fd4de3890c212123e
PHY: do not set adc pll lock indication in loopback config",Fixed
WIFI-317378,1693923,3-Medium,"[ThinkPad JP][Thames][22H2][MTL][AX211] Event Error ID 17 for IPF on systems after Hibernate / Resume test --FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x5004dead) 0x132e",timdaway,20/Jun/23 7:27 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,22.235.0.4,M_99.0.81.11_DRV_b708f4_FW_b56fd4_169571_t64,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,P2-High,gzitok,,Fixed
WIFI-312496,1671958,1-Critical,"[Lenovo][Wistron][Thinkbook 13X Gen2][ADL][GfP2]Intel AX211 Rx link speed is not stable and wireless dock APP sometimes show ""weak connection""",caizhiqi,31/May/23 11:12 AM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,22.230.0.6,22.240,Garfield Peak 2 Solar (AX211),,,,,,,,tccb_of_tccb_windrv,windrv_tccb_review_done,,,,,,,,P2-High,caizhiqi,don't ignore multicast packets when calculating the rx link speed,Fixed
WIFI-309847,1659782,2-High,"[MTL-P][CSLP][Lenovo_Thames][22H2][WW1.4GC][HSD 14018641332][Internal] ASSERT log Observed  : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326 -- missing cnvi top request in 4phs req register",timdaway,18/May/23 4:47 PM,Lenovo - ThinkPad JP,Fixed,FW->Power Save,,,Closed,PHWFW07595_22.235.0.4,"PHWFW07738_23.0.0.5, CRWFW7970_99.0.81.3",Garfield Peak 2 Magnetar (AX211),,,,,,,,gap_mtl_cp_completed,postM_noTask,,,,,,,,P1-Stopper,timdaway,"second scenario for the same bug of sys pwr req - cnvi_top is not rising in some cases wake arrive after vxtl got out of WAIT_FOR_SEQ state and MRG_SEQ go out of idle (wrong) and actually a short no needed wake occur and create a bad wake right after it. fixing the mrg_seq is needed. scu adding the cnvi_top to the wakeup vector in any case when it is missing, FW ignore  the stts in req resources status",Fixed
WIFI-308133,1653437,2-High,[ThinkPad JP][Thames][MTL-H][GaP] No AP scanned when using BIOS with 3.2.22.23172 UEFI FW intermittently,timdaway,13/May/23 12:17 AM,Lenovo - ThinkPad JP,Fixed,UEFIDriver,,,Closed,3.2.22.23172,3.2.23.23194 ( Core 79-53 ),Gale Peak 2 (BE200),,,,,,,,UEFI_GaP,,,,,,,,,P2-High,timdaway,switching to ES2 as planned,Fixed
WIFI-302222,1628338,1-Critical,[Lenovo_IdeaPad_CSLP][LCFC][S590][MTL][AX211] WLAN YB and  assert 0x00000092/0x20100502 during Warm Boot stress test,caizhiqi,19/Apr/23 12:52 PM,Lenovo - IdeaPad,Fixed,System->MAC,,,Closed,"22.215;22.235;23.0.0.6","SBHWFW00144_23.0.0.23, CRWFW8326_99.0.83.3",Garfield Peak 2 Magnetar (AX211),,,,,,,,gap_mtl_cp_completed,,,,,,,,,P1-Stopper,caizhiqi,RDC - WMPM Reset Domain Crossing,Fixed
WIFI-292530,1583074,2-High,"[MTL-P][CSLP][Lenovo_Thames][22H2][WW1.4GC][HSD 14018641332] Observed YB : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326 -- waking up without sys_clk and pwr_req ",timdaway,10/Mar/23 3:05 PM,Lenovo - ThinkPad JP,Fixed,FW->Power Save,,,Closed,"22.205.0.2 ; 22.215.0.5",CRWFW7562_99.0.78.10 or 22.215.0.7 spin,Garfield Peak 2 Magnetar (AX211),,,,,,,,postM_noTask,,,,,,,,,P2-High,timdaway,"in rarely cases power up resources vector is missing pwr & sys_clk req,
the issue occur while two wakeup sources arrive in specific scenario ,
in this case the trigger of second sequencer arrive while MAC in STATE_ON,
this causing the VXTL to skip the state of rising the pwr and sys clk request toward the SCU through the wmpm -> SCU channel,
the request will arrive in any case through the host VXTL to the SCU.
the suggested FW solution is adding the HOST - >SCU  (pwr,sys_clk) indication to the 4phs resources checking.",Fixed
WIFI-290882,1575199,2-High,"[Lenovo ThinkPad JP][ThamesMersey1][MTL-P]CITU Marginal Test Failure -- 7074 0000007074    01:47:04:977    [NIC_DEBUG    ][14] [E] FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)",timdaway,03/Mar/23 4:43 PM,Lenovo - ThinkPad JP,Fixed,TOP->FW,,,Closed,22.215.0.6_PHWFW07369_WW07'23,PHWFW07472_22.215.0.13G + EXT FW Bin,Garfield Peak 2 Magnetar (AX211),,,,,,,,,,,,,,,,,P2-High,timdaway,,Fixed
WIFI-287970,1564208,1-Critical,[MTL-P][CSLP][Lenovo_Thames][22H2][GalePeak2][Internal] BSOD9f encountered on Thames-1 system and is pointing to WLAN -- 0x9F_3_Netwaw12_IMAGE_pci.sys,timdaway,21/Feb/23 5:55 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,PHWFW07111_22.205.0.3,PHWFW07595_22.235.0.4,Gale Peak 2 (BE200),,,,,,,,0x9f,bsod,BSOD_YB_GaP,GaP_PV1,lk_9f,lk-dead-on-resume,MUST_Beta_B0_GaP,MUST_PV1_GaP,,P2-High,timdaway,"https://gerritwcs.ir.intel.com/c/wifi_drv-dev/+/52756 
[BUGFIX] Return failure at EvtDeviceD0EntryPostInterruptsEnabled  on resume
to D0 in case reset recovery was requested by Driver

Description: Original issue issue if 9F post resume from D3, once PLDR requested by Driver
(WIFI-273238/WIFI-287970/...)

Following MSFT documentation, upon failure on power-up sequence stage, Driver is obligated to return failure for corresponding CB",Fixed
WIFI-287055,1560433,2-High,"[MTL-P][CSLP][Lenovo_Thames][22H2][WW1.4GC][HSD 14018641332] Observed YB : Intel(R) Wi-Fi 6E AX211 160MHz during S4 cycling-- FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x21101326",timdaway,18/Feb/23 12:03 PM,Lenovo - ThinkPad JP,Fixed,FW->Power Save,,,Closed,"22.205.0.2 ; 22.215.0.5",CRWFW7562_99.0.78.10 or 22.215.0.7 spin,Garfield Peak 2 Magnetar (AX211),,,,,,,,postM_noTask,,,,,,,,,P2-High,timdaway,"HW bug, Fast condition is not support thus results unusual behaviors",Fixed
WIFI-270139,1483899,1-Critical,[Lenovo-IdeaPad][ADL][SV2][Yogabook9][win11][RPL][GfP2]can not get SAR table from P-Sensor HID ,caizhiqi,08/Dec/22 6:18 PM,Lenovo - IdeaPad,Fixed,PIE,,,Closed,22.190.0.4,22.190.0,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,P1-Stopper,caizhiqi,The fix for the bug WIFI-251564 caused this bug.,Fixed
WIFI-242638,1374394,2-High,[Lenovo-IdeaPad][ADL][SV2][S770-14pro][win11][SVT][HrP]0XD1 BSOD when codeboot,caizhiqi,17/Aug/22 2:12 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,22.160.0.3,PHWFW06827_22.180.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,windrv_tccb_review_done,,,,,,,,,P2-High,ainon,missing FW input validation,Fixed
WIFI-236751,1338962,2-High,[Lenovo-DT][M90q-3][ADL][9560][SV2][ECR611026] Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec,caizhiqi,25/Jul/22 12:57 PM,Lenovo - Desktop,Fixed,WinDriver->Performance,,,Closed,"wifi driver：22.140.0.3; BT driver：22.140.0.4",PHWFW06665_22.170.0.1,Jefferson Peak 2 Solar (9560),,,,,,,,connectivity,,,,,,,,,P2-High,caizhiqi,"reset the link quality parameters with INVALDATE and not with 0.
",Fixed
WIFI-196810,1127374,2-High,[Lenovo_Thinkpad JP][Griffin][Win11][ADL][GfP2][FW Assert:0x1F0C] L860R+ mobile hot-spot clients disconnect after playing video for 1-2 minutes,kjfang,15/Feb/22 3:15 PM,Lenovo - IdeaPad,Fixed,FW->Data Path,,,Closed,22.110.0.2,CRWFW6099_99.0.70.1,Garfield Peak 2 Solar (AX211),,,,,,,,postM_noTask,,,,,,,,,P2-High,kjfang,Define of queue num is incorrect.,Fixed
WIFI-196777,1127177,2-High,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][FW Assert: 0x91]Yellow Bang encountered when machine is left idle for few hours while connected to Wi-Fi network,kjfang,15/Feb/22 11:26 AM,Lenovo - ThinkPad JP,Fixed,FW->Infra,,,Closed,v22.100.0.3,CRWFW6208_99.0.70.5,Garfield Peak 2 Solar (AX211),,,,,,,,postM_noTask,,,,,,,,,P2-High,kjfang,"cc67 fixes debug data collection reads, by adding the correct offset to read WPAL registers via AUX",Fixed
WIFI-196588,1125988,2-High,[Lenovo-ThinkPad][LCFC][Triones-Intel][SVT][Win11]Sink PC show lag or garbage when test PC projecting to PC and play local video,frankfcy,14/Feb/22 3:18 PM,Lenovo - ThinkPad China,Fixed,WinDriver->Performance,,,Closed,22.110.0.2,CRWFW6208_99.0.70.5,Garfield Peak 2 Solar (AX211),,,,,,,,Miracast,,,,,,,,,P2-High,frankfcy,"Description: after this efa77533053f663458feb0931b1e5f36c2b96e80
was delivered we changed the logic of detecting old SN packets,
and relied on FW to tell the driver when the SN is old, looks like
the FW is not indicating this correctly in
the packet we receive.
which resulted in TPUT degradation in OPEN TCP connection
since we forwarded old packets to the OS TCP stack.
in secured connection there is no TPUT issue since the old packets
are dropped due to PN check for REPLAY ATTACK after the re-order
buffer phase and hence not forwarding it to the OS.
in UDP there is no degradation also since there is no congestion
control in UDP
the solution is to check the newly arrived sequence if it is
old sequence and to drop it in old sn check
we also added a check on the newNormSsn position related
to the reorder window, and if it is outside it
we move the window accordignly
",Fixed
WIFI-188545,1091047,2-High,[Lenovo Thinkpad JP][Alderlake][Jaguar2/Panther2][GarfieldPeak2][Win10/Win11] 11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,kjfang,17/Jan/22 5:58 PM,Lenovo - ThinkPad JP,Fixed,FW->Data Path,,,Closed,v22.100.0.3,CRWFW6117_99.0.70.3,Garfield Peak 2 Solar (AX211),,,,,,,,postM_noTask,,,,,,,,,P2-High,kjfang,"AP sends rts to wake station and cause open 2 antennas, STA sends CTS
AP sends first aggregation and CTS to self  in order not allow medium
to move to idle and keep 2 antennas ready before sending next aggregation
The bug is that in Solar L2P doesn't set L2P_GCSR_STAT_SE_CTRL_PENDING_MSK bit at MH parsing
for CTRL frames that not for us, and when we recevie CTRL frame not for us in solar we don't path
thought regular ctlr frame flow that allows to delay the air protection time and allow to receive the next RX MIMO frame before 1 antenna is closed
in solar we just update nav, and dump CTRL frames not for us
the fix is to add the same logic as in regular CTRL frames flow in solar nad add air protection delay if required (DSMPS)",Fixed
WIFI-184317,1076997,2-High,[Lenovo-ThinkPad][LCFC][Triones-Intel][FVT][Win11]BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer,timdaway,30/Dec/21 4:44 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,22.100.0.3,CRWFW6026_99.0.69.2,Harrison Peak 2 Solar (AX201),,,,,,,,MSFT_TELEMETRY,MSFT-crash-report,,,,,,,,P2-High,timdaway,new HW introduced a little latency causing delay in the FW resume process.,Fixed
WIFI-177227,1052628,2-High,"[Lenovo ThinkPad JP][LCFC][P15 P17][AX210]] AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX -- uCode ASSERT(LMAC1, rtStatus = 0x91, log is valid. data1:0x1699a, data2:0xcafecafe)",timdaway,30/Nov/21 3:33 PM,Lenovo - ThinkPad JP,Fixed,FW->Data Path,,,Closed,22.100.0.3,PHWFW05510_22.120.0.1,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,P2-High,timdaway,"We are trying to send trigger based  TX with mcs 12
MCS is coming from received trigger frame (trig_type bf_rprt_poll_(0x1)) - usrMcs = 0xC
It cause WPAL assert with MOVE_2_RX_ERR status
added checker and drop the frame if usrMcs is illegal",Fixed
WIFI-146383,985444,1-Critical,[Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart --  uCode ASSERT 0x201013F2,timdaway,30/Aug/21 2:46 PM,Lenovo - ThinkPad JP,Fixed,TOP->FSEQ,,,Closed,22.40.0.7/22.50.0.7/22.60.0.6/22.70.0.6,TBD __ww41_22.100.0_build,Typhoon Peak 2 (AX210),,,,,,,,66-pc,,,,,,,,,P2-High,timdaway,DCR-1009 expansion to TyP,Fixed
WIFI-143257,958927,2-High,[Lenovo-DT][ADL-B660][IC5][Win11][AX211/AX210]WiFi siganl bar reduce when run iperf Rx  with 6GHz band connected,caizhiqi,19/Aug/21 2:05 PM,Lenovo - Desktop,Fixed,WinDriver->Performance,,,Closed,Wi-Fi driver:22.70.0.1 BT driver:22.70.1.1,PHWFW04620_22.90.0.3,Garfield Peak 2 Solar (AX211),Typhoon Peak 2 (AX210),,,,,,,65-pc,,,,,,,,,P2-High,caizhiqi,"Same issue as WIFI-138076.
Fix in master.",Fixed
WIFI-120545,805423,1-Critical,[Lenovo ThinkPad JP][LCFC][Raptor2Blackbird2][TGL-H][TyP2 2230][20H2][FW Assert: 0x20000066]WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560),kjfang,13/May/21 3:36 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,22.50.0.7/22.40.0.7,PHWFW03612_22.60.0.4,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,P2-High,kjfang,"same issue as WIFI-119771

Delivered fix to core62. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/96753
SHA1 239862e57c991c7679be61287002908d8cc2f2d7

Delivered fix to core62 Master. Gerrit: https://git-amr-10.devtools.intel.com/gerrit/#/c/96904/
SHA1: 32b695c193def7b9036626d0d8a46d26ddf0d4e9

Issue does not exist in core26, core36, core51

Will not be fixed in core61",Fixed
WIFI-116224,782431,2-High,[Lenovo ThinkPad CN][LCFC][T14s AMD][21H1]BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.,timdaway,20/Apr/21 4:11 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,22.40.0.7,PHWFW03612_22.60.0.4,Thunder Peak 2 (9260),,,,,,,,62-weekly2,,,,,,,,,P2-High,timdaway,"BSOD related to NAPS algo of MSFT. not related to wifi driver.
wifi driver removed NAPS capabilities support from the driver to avoid OS NAPS calls.",Fixed
WIFI-115075,778134,3-Medium,[Lenovo ThinkPad JP][Knockout-2/Ratchet-2][BSoD_0xD1]Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,timdaway,13/Apr/21 1:15 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Performance,,,Closed,22.30.0.11,PHWFW03316_22.40.0.,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,timdaway,"Same as WIFI-55146.

driver fail to recover cmd translation error.
Flow:
1) RX cmd translation return with error
2) We try to free mdu and the sharedMem inside it but we didn't set the sharedMem pointer yet
3) Tring to access null pointer

Fix:
Release pMduDesc only after we updated SharedMemDesc.",Fixed
WIFI-114876,777921,1-Critical,[Lenovo ThinkPad JP][Padme-1/Knockout-1] [BSoD_0xD1]Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e,timdaway,12/Apr/21 6:07 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,21.80.13.6,PHWFW03316_22.40.0.7,Jefferson Peak 2 Pulsar (9560),,,,,,,,,,,,,,,,,P2-High,timdaway,same as wifi-100063,Fixed
WIFI-114425,776684,2-High,[Lenovo-Thinkpad][LCFC][Tx-AMD][20H2]0x9f BSOD happened in restart stress test.,timdaway,09/Apr/21 2:38 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,phwfw02372_22.10.0.7g,22.40.0.7_PV_PHWFW03316_,Cyclone Peak 2 (AX200),,,,,,,,,,,,,,,,,P2-High,timdaway,,Fixed
WIFI-108511,764257,2-High,[Lenovo][Bitland-SZ][Y760s][AMD Cezanne H][R5/R7/R9][SIT_20H2_manual stress][Error detected: Driver Error]The DUT couldn't find any SSID after resume from S3(F/R:2/10Unnits  2/2500),caizhiqi,18/Mar/21 3:56 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,AX200 Wlan:22.10.0.7     BT:22.10.0.2,PHWFW03509_22.50.0.7,Cyclone Peak 2 (AX200),,,,,,,,AMD,AMT,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-102936,725916,2-High,[Lenovo_IdeaPad][Compal][S560 Pro-14ITL][20H2][BSoD_0xD1][wdiwifi!CTxMgr::TxTransferCompleteInd]Unit show BSoD: 0xd1 when run CB stress (1/10),caizhiqi,18/Feb/21 2:40 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,22.30.0.11 (phwfw02962),PHWFW03029_22.40.0.2,Jefferson Peak 2 Quasar (9560),,,,,,,,duplicate,MSFT_TELEMETRY,MSFT-crash-report,tccb_dp_q2_2021,,,,,,P2-High,caizhiqi,"'
Double nbl release to OS in case of TX and Remove Peer Race.
During remove peer we get an NBL list with 2 packets
We Drop the first one due to DATA port being closed, we have continue*and we *DO NOT move to next nbl, but current nbl on the next iteration will be the same nbl.
Same nbl fails in classification and we try to indicate it to OS again.

Fix:

In case the port is closed we will drop the packets in prvTxFlowHandleSglMapRequest instead of calling dpReportPacketCompleteApi.
prvTxFlowHandleSglMapRequest checks if the port is open and in case not drop the packet by calling txDropOsPacket.",Fixed
WIFI-101634,720264,2-High,[Lenovo ThinkPad JP][LCFC][X390T490 P73][CML WHL][9560 AX201AX200][BSOD 0x50][hqosHandleActiveBeaconChanged]It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,kjfang,09/Feb/21 4:12 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->Connectivity,,,Closed,22.30.0.11,PHWFW03224_22.40.0.6 ,Cyclone Peak 2 (AX200),Harrison Peak 2 Quasar (AX201),Jefferson Peak 2 Pulsar (9560),,,,,,verifyin-60,,,,,,,,,P2-High,kjfang,The BSOD is because we access invalid memory in hmacQos in hqosHandleActiveBeaconChanged function. This is a connectivity issue that Jeffrey fixed in commit fd3438e90267ad4e60f45cfcaf439719cec63475 (CC60). This BSOD is with driver version without this fix(CC59).  ,Fixed
