Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-795918,2950778,1-Critical,"[Lenovo][Kailash][PTL/BE211][25H2]0x28af/0x32d occurred when doing ""MS<-->Resume"" stress test",caizhiqi,02/Dec/25 9:54 AM,Lenovo - IdeaPad,Fixed,System->PHY,,,Closed,24.10.1.3,MHWFW00335_24.20.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Rev2,LenovoFocus,LenovoPTLFocus,,,,,,,,P2-High,caizhiqi,retry of pll lock,Fixed
WIFI-794048,2946114,2-High,[LG][17Z90UR][PTL/BE211/Win11 25H2][Assert][0x28af] Event ID 5002 occurs while disconnecting AP,chuchar1,28/Nov/25 4:01 PM,LG,Fixed,System->PHY,,,Closed,WiFi driver: 24.10.0.4(MHWFW00245G),MHWFW00335_24.20.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Rev2,,,,,,,,,,P2-High,chuchar1,,Fixed
WIFI-794045,2946111,2-High,[Honor][LuxsharePC][Nvwab][DVT][BSOD][0xC2]Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U),chuchar1,28/Nov/25 3:39 PM,Honor,Fixed,WinDriver->System flows,,,Closed,win11 25H2,MHWFW00385_24.20.0.4,Garfield Peak 2 Scorpius (AX211),,,,,,,,,,,,,,,,,,,,,,24.20_Rev3,,,,,,,,,,P1-Stopper,chuchar1,"During halt, when we call DPTF unregistration CB it took DPTF almost 10 sec to complete.
But since the timeout was short, we stopped waiting, released the memory
and when they did complete, then the WI resource release operation
operated on already freed memory and caused a BSOD",Fixed
WIFI-793434,2944285,2-High,[Honor][XuanWu][PTL][AX211]Frequent 5002 and assert (every 2 seconds) in 24.10 driver,timdaway,27/Nov/25 6:22 PM,Honor,Fixed,FW->Coexistence,,,Closed,24.10.0.4,MHWFW00277_24.20.0.1,Garfield Peak 2 Scorpius (AX211),,,,,,,,,,,,,,,,,,,,,,24.10.4_HF_Planned,24.20_Rev2,,,,,,,,,P1-Stopper,idoberge,"Removed 0x20101920 Debug assert from Core 97,",Fixed
WIFI-792801,2943170,1-Critical,[HP][Huaqin][Deso&Esa][Win11][PTL][Sensing] WiFi Sensing becomes non-operational,flee5,26/Nov/25 5:26 PM,,Fixed,WinDriver->Sensing,,,Closed,24.10.0.5,MHWFW00385_24.20.0.4,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Rev3,,,,,,,,,,P2-High,flee5,"when sleep button is hit, OS takes a few second to trigger D3 and it is triggered during SPD.
When we abort spd we abort the last sample due to a historic bug.
during the spd sample abort we did not free SDFX buffer, causing SDFX not to accept any new adc SDFX buffer requesrts, causing sensing dead scenario.",Fixed
WIFI-790843,2937812,1-Critical,[HP][Huaqin][Deso&Esa][Win11][PTL][Sensing] Wake on approach functionality fails to wake the test unit from MS in HB,flee5,23/Nov/25 10:25 AM,,Fixed,WinDriver->Sensing,,,Closed,24.10.0.5,MHWFW00385_24.20.0.4 ,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Rev3,NO_PROXMITY_Noisy,,,,,,,,,P2-High,flee5,"In this scenario we went to suspend when user hits the button.
it can happen during Sensing 1, Sensing 1--> SPD and middle of spd, or end of SPD.
in all those scenarios we would go to suspend with proximity 1, opposed to normal flow when during walk away we will always turn proximity to 0.
Additionally we did not update ISH correctly when this happens.
in this fix we have a 20 sec timer from the moment of suspend, after which we will evaluate sensing metric and will force no_proximity if smoothout< th_low and report ish that proximity is 0.
",Fixed
WIFI-790172,2936467,1-Critical,[PTL][Samsung][GB6 pro][wifi sensing] HPD is not working for 5~20 min after hibernation or hybrid shutdown as connecting to LB,kjfang,21/Nov/25 7:11 PM,Samsung,Fixed,WinDriver->Sensing,,,Closed,NA,MHWFW00398_24.20.1.3,Whale Peak 2 Blazar-I (BE211),,,,,,,,,,,,,,,,,,,,,,24.20.1_WCL_PV,,,,,,,,,,P2-High,kjfang,"no mcc update when getting back from hibernate.
introduced new flow in driver and fw to intimate scan upon this conidtion.",Fixed
WIFI-789469,2933544,3-Medium,[MSFT][Marietta][PTL][FmP][25H2] Wrong text in Intel wifi driver Event Logs,timdaway,20/Nov/25 2:11 PM,Microsoft,Fixed,WinDriver->DevOps,WinDriver->Installation,,Closed,MHWFW00176_24.0.2.1,24.40.0.4  MHWFW00524,Fillmore Peak 2 Scorpius (BE201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,timdaway,"Relevant INF changes weren't implemented for State Of Separation supporting drivers.
Also, WEV .rc file compilation wasn't enabled for NetAdapter based Drivers (e.g. Netwaw18.sys)",Fixed
WIFI-788884,2932839,1-Critical,[HP][Huaqin][Deso&Esa][Win11][PTL][Sensing] Spd stop working in noisy environment in HB,flee5,19/Nov/25 4:52 PM,,Fixed,WinDriver->Sensing,,,Closed,"EB#3 24.10.0.5_DRV_440892_FW_db5fd5_51817,  EB#7 C101_24.10.0.5_DRV_440892_FW_88fa7e_52458",\\ger.corp.intel.com\ec\proj\ha\WCS\PotatoFarm\WinDRV\C102_24.20.0.1_DRV_6d798b_FW_83d024_53701,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,flee5,changed bad sample logic upon 1 spd window ,Fixed
WIFI-785633,2925115,1-Critical,[MSFT][Kingsthorpe][LNL][FmP] [UID 1208363][24H2] WIFI 23.160.0.4 BSOD 0x9F,timdaway,13/Nov/25 6:07 PM,Microsoft,Fixed,WinDriver->System flows,,,Closed,23.160.0.4,MHWFW00277_24.20.0.1,Fillmore Peak 2 Blazar (BE201),,,,,,,,,,,,,,,,,,,,,,msft_k2,msft_k2_f97,msft_k2_fixed,msft_k2_past_fix,msft_k2_tracked,MSFT_K2_Tracked,Net18,windrv_tccb_review_done,,,P2-High,timdaway,"wdfSetDeviceFailed (trigger PLDR) was called during resume while driver still hold kmdf power thread, this led to OS bug which they didn't send surprise remove to us, which leads to a 9f BSOD",Fixed
WIFI-781567,2915399,1-Critical,[Lenovo][Kailash][PTL/BE211][25H2]wifi disconnect from 2.4G AP when plug-in a specific 2.4G wireless ROG keyboard,caizhiqi,06/Nov/25 5:15 PM,Lenovo - IdeaPad,Fixed,FW->MVM,,,Closed,24.0.2.1,CRWFW11899_99.0.102.6,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Planned,LenovoPTLFocus,postM_noTask,,,,,,,,P2-High,caizhiqi,couldn't hear the beacon - requirement changed,Fixed
WIFI-781521,2915368,2-High,[Samsung][GB6-16 Pro][PTL+ WhP2][FCC/ISED] VLP/SP mode Tx power setting issue by DRTU,kjfang,06/Nov/25 3:02 PM,Samsung,Fixed,System->PHY,,,Closed,"MHWFW00101_24.0.0.1G, MHWFW00101_24.0.0.1Tools",CRWFW11872_99.0.102.5,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Planned,,,,,,,,,,P2-High,kjfang,UNII6 PP1 Regulatory tables in PNVM changed from LPI to AFC,Fixed
WIFI-781121,2913943,2-High,"[ASUS][GU405][PTL][WhP][25H2] DRTU setting for ""CA"" UNII-6 SP Tx power not work issue",timdaway,05/Nov/25 4:36 PM,Asus,Fixed,System->PHY,,,Closed,ER,CRWFW11872_99.0.102.5,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.20_Planned,,,,,,,,,,P2-High,timdaway,Regulatory limit in PNVM changed from LPI to AFC.,Fixed
WIFI-780520,2912905,1-Critical,[HP][Win11 24H2][PTL][GfP2] Intel  Wi-Fi 6E AX211 160MHz show YB during WinPVT Power Off stress,idoberge,05/Nov/25 3:02 AM,HP,Fixed,WinDriver->System flows,,,Verify,SBHWFW02436_23.165.0.5,MHWFW00385_24.20.0.4,Garfield Peak 2 Scorpius (AX211),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_not_required,,,,,,,,,,P2-High,idoberge,"Product reset when WIMA isn't available on vPro platforms was ignored.
but if nic isn't vPro, we can do PLDR without waiting for WIMA.
so we are taking DcR-2960 which was introduced on master, to solve the issue by checking vPro nic before checking if need WIMA approval",User Verified
WIFI-779727,2910979,1-Critical,[HP][Huaqin][Deso&Esa][Win11][PTL][Sensing] System wakes when person walks horizontally 1.2m behind device,flee5,04/Nov/25 12:31 AM,HP,Fixed,WinDriver->Sensing,,,Closed,24.10,\\ger.corp.intel.com\ec\proj\ha\WCS\PotatoFarm\WinDRV\C102_24.20.0.1_DRV_6d798b_FW_83d024_53701,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.2_planned,,,,,,,,,,P2-High,flee5,thresholds change - explained in bug,Fixed
WIFI-779419,2909483,2-High,[MSFT][Marietta][PTL][FmP][UID 1206393] Firmware version under Wireless Device Capabilities is empty,timdaway,03/Nov/25 2:09 PM,Microsoft,Fixed,WinDriver->Infrastructure,,,Closed,"23.165.0.5 ; 24.0.1.1",CRWFW11838_99.0.102.4 MHWFW00209_24.10.0.3,Fillmore Peak 2 Scorpius (BE201),,,,,,,,,,,,,,,,,,,,,,24.10.0_planned,,,,,,,,,,P1-Stopper,timdaway,"Add missing Firmware Version field on device capabilities (WinA).
We reported for WinT but not for WinA/U",Fixed
WIFI-778106,2906899,1-Critical,"[HP][Moomin][PTL-H][BE211][W11_25H2][0x508] Error message:""PCI configuration change detected""occurred when run vCosmos_WinPVT v11.15.0 Restart Test.",flee5,31/Oct/25 12:33 PM,HP,Fixed,TOP->STEP,,,Closed,Win11 25H2(26200.6584),CRWFW11838_99.0.102.4 MHWFW00209_24.10.0.3,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.0_planned,,,,,,,,,,P2-High,flee5,"The logic controlling the fatal/non-fatal behavior is governed by the register CNVR_IRI_STEP_PRIM_CSR_PHY_INT_MASK.
When this register is set to its default value of 0x0, all interrupt sources are treated as fatal.
As a result, Assert 508 is observed in Data 1: cnvr_step_csr_phy_interrupt_status.",Fixed
WIFI-777206,2904947,1-Critical,[HP][Huaqin][Deso&Esa][Win11][PTL][Sensing] The unit will turn off the screen when sitting in front of the unit doing other things,flee5,30/Oct/25 12:42 AM,HP,Fixed,WinDriver->Sensing,,,Closed,25H2,\\ger.corp.intel.com\ec\proj\ha\WCS\PotatoFarm\WinDRV\C102_24.20.0.1_DRV_6d798b_FW_83d024_53701,Whale Peak 2 Blazar-I (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.2_planned,,,,,,,,,,P2-High,flee5,thresholds chage,Fixed
WIFI-776970,2904373,2-High,[WiFi-sensing]Sesning debug is blocked due to runCounter wrong values ,awolfson,29/Oct/25 7:25 PM,Honor,Fixed,FW->Sensing,,,Verify,NA,CRWFW11815_99.0.102.3,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,integration,,,,,,,,,,P1-Stopper,awolfson,Race between counter update and algo completion,User Verified
WIFI-776963,2904199,1-Critical,[Samsung][PTL][BE211][P251028-08827] WiFi was disconnected as resuming from modem standby.,kjfang,29/Oct/25 7:02 PM,Samsung,Fixed,FW->PHY,,,Closed,24.0.0.1,MHWFW00277_24.20.0.1,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,suspect_dynamic_ldo,,,,,,,,,,P2-High,kjfang,DPLL lock problem,Fixed
WIFI-776762,2893216,1-Critical,[Samsung][PTL][BE211][P251008-02833][UMAC_Assert:0x20101920]WLAN&BT devices is repeatedly dropping and reconnecting.,kjfang,21/Oct/25 1:40 PM,Samsung,Fixed,FW->Coexistence,,,Closed,23.165.0.5,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10_Blocker,24.10.0_planned,,,,,,,,,P2-High,kjfang,"Removed debug assert since more than 3 LE ADV connections is a valid case.
Fix was merged on https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/234423.",Fixed
WIFI-774807,2899879,1-Critical,[Samsung][PTL][GB6 pro][wifi sensing]HPD didn't work after boot.,kjfang,26/Oct/25 2:24 PM,Samsung,Fixed,FW->Sensing,,,Closed,99.0.102.1,CRWFW12006_99.0.103.3,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.1_planned,24.20_Rev3,no_los,,,,,,,,P2-High,kjfang,"during back from hibernate in case we have an mcc update and adc sample was sent before the update, we abort adc sample and need to resend after new mcc set.
during abort we did not release SDFX buffer, causing SDFX not to respect out next requests for buffer - causing sensing dead issue.",Fixed
WIFI-772660,2894837,2-High,[Samsung][PTL][BE211][P251002-02293] The system can find the 6GHz mobile hotspot even when the system's MCC is set to an unavailable country.,kjfang,22/Oct/25 2:37 PM,Samsung,Fixed,FW->PHY,,,Closed,23.165.0.5,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,kjfang,"with LPI enabled , if mcc change happens from vlp enabled country to disabled , FW as not able to turn off vlp",Fixed
WIFI-769938,2887371,2-High,[ASUS][PTL][TP34A/TP3607AA][WhP][xVT] DRTU displayed an error message after selecting a different channel or band -- 0xb5d,timdaway,17/Oct/25 3:27 PM,Asus,Fixed,FW->Sensing,,,Closed,MHWFW00101 24.0.0.1 ,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10_pcspin,,,,,,,,,,P2-High,timdaway,DRTU continuous tx mode should not work together with sensing.,Fixed
WIFI-769102,2885902,2-High,[Samsung][ADL][AX201][FW_Assert:20000038]Install v23.160 WLAN device YB,kjfang,15/Oct/25 7:32 PM,Samsung,Fixed,WinDriver->Connectivity,,,Closed,23.160.0.4,CRWFW11838_99.0.102.4,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,kjfang,FW assertion triggered due to sending a command which is unsupported by the HW.,Fixed
WIFI-768995,2885163,2-High,[Samsung][LNL][BE201][P250905-06167] no MLO connection as associating with Asus RT-BE92u,kjfang,15/Oct/25 2:14 PM,Samsung,Fixed,WinDriver->Connectivity,,,Closed,23.160.0.4,CRWFW11783_99.0.102.2,Fillmore Peak 2 Blazar (BE201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,kjfang,"MLD IE should not be inherited...

As we search for IEs to inherit from MBSS IEs, we keep the offset to the relevant IE.

So we go through the first MBSS IE, to the relevant profile, and saved the offset to MLD IE.

But we then proceed to the second MBSS IE,  wrongly zero the previous offset (as MLD is ""non inherited""), don't find the MLD IE in the MBSS IE and thus we don't copy it at all.",Fixed
WIFI-768436,2882988,1-Critical,[Dell][Huracan/Performanate][PTL][WhP] BT shows YB with code 31 due to WiFi Assert 0x2010121e,frankfcy,14/Oct/25 11:14 AM,Dell,Fixed,System->PHY,,,Closed,23.165,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.0_planned,,,,,,,,,,P1-Stopper,frankfcy,Need to adjust the calibration point parameters to avoid signal compression in case of high VSWR in low band,Fixed
WIFI-762233,2868483,1-Critical,[Dell][MTL/GaP+GfP][RGA] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200 and AX211 adapters,frankfcy,02/Oct/25 1:39 PM,Dell,Fixed,WinDriver->Connectivity,,,Closed,23.160.0,SBHWFW02464_23.170.2.1,Fillmore Peak 2 Blazar (BE201),Garfield Peak 2 Blazar (AX211),,,,,,,,,,,,,,,,,,,,,dcr-3422,RGA,windrv_tccb_review_done,,,,,,,,P1-Stopper,frankfcy,"Channel load impact is too high, causing too many roamings in customer's environment.
",Fixed
WIFI-760886,2864855,1-Critical,[Dell][Wistron][Ghostrider14/16 PTL]BE211 WIFI YB after system idle for a while assert 0x20100505,frankfcy,30/Sep/25 10:46 AM,Dell,Fixed,TOP->STEP,,,Closed,DVT1 Build,MHWFW00176_24.0.2.1,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.0.2_planned,9.6,,,,,,,,,P1-Stopper,frankfcy,SW will set by default CNViO3 frequency to 9.6 GHz,Fixed
WIFI-759476,2861251,1-Critical,[Lenovo-Ideapad][YOGA9P 16][PTL][25H2]WIFI YB(0x508 & 4009) when idle. (Fail Rate: 6/220 units),caizhiqi,28/Sep/25 9:59 AM,Lenovo - IdeaPad,Fixed,TOP->STEP,,,Closed,Fvt,CRWFW11838_99.0.102.4 MHWFW00209_24.10.0.3,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.0_planned,LenovoPTLFocus,,,,,,,,,P1-Stopper,caizhiqi,"Root Cause:  TOP-15910
The logic controlling the fatal/non-fatal behavior is governed by the register CNVR_IRI_STEP_PRIM_CSR_PHY_INT_MASK.
When this register is set to its default value of 0x0, all interrupt sources are treated as fatal.
As a result, Assert 508 is observed in Data 1: cnvr_step_csr_phy_interrupt_status.",Fixed
WIFI-758619,2858755,2-High,[Dell][PTL][WhP_B0] BE211 RX TPT is worse than BE201 in Wi-Fi 6E 80MHz or 160MHz when connected to ASUS GT-AXE11000(3.0.0.4.386.42489),kjfang,24/Sep/25 4:09 PM,Dell,Fixed,WinDriver->Connectivity,,,Closed,23.165,"MHWFW00176_24.0.2.1, MHWFW00192_24.10.0.2",Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.0.1_approved,24.0.1_planned,core101_spin,,,,,,,,P2-High,kjfang,"we open DSMPS by default in assoc request on 6G (unlike 5G), 
so we got into situation where FW which is resposible to open and close DSMPS (since the RLC offload) wasn't sync that we are in DSMPS Mode.
",Fixed
WIFI-755355,2666411,1-Critical,[HP/MachuN][IEC][LNL/Fmp2/24H2] Intel BT PCI Enumerator show YB after Force Shutdown (long press power key 10 sec) with enable AMT (PP2/LP3) in AC mode,szchen,23/May/25 3:22 PM,HP,Fixed,TOP->FW,,,Closed,SBHBTW126523_23.110.1.2G,MHWFW00192_24.10.0.2,Fillmore Peak 2 Blazar (BE201),,,,,,,,,,,,,,,,,,,,,,core101_spin,SCP_WHP_handled_separately,,,,,,,,,P1-Stopper,szchen,"WiAMT loads its WiFi FW very early (before BIOS runs),
WiFi FW runs FSEQ. As part of FSEQ it sets FINE locks (in particular AUX_HW_LOCK_2)
There is a logic in the top that prevent HW to write to registers when AUX_HW_LOCK_2 is set and relevant func_state is LOW
Relevant logic preventing BT OTP Reader (usee BT UMAC master) writing to Aux while BT func_state is LOW:
bt_umac_aux_connect_we_func_lock    = (~scu_aux_hw_lock_2 || bt_scu_func_state) && bt_umac_aux_connect_we;
When BIOS switches BT I/F to IOSF, BT HW kicks BT OTP Reader
OTP Reader tries writing to Aux register to enable OTP, but fails due to the early lock (BT func_state is LOW on this HW stage)
All next reads from OTP are failed since OTP is not enabled
BT config space remains with default values. In specific Sub_System_ID = 0x0000
OS doesn't load BT driver due to Sub_System_ID missmatch

solution: TOP-14807: Don't set AUX_HW_LOCK_2.",Fixed
WIFI-755323,2850166,1-Critical,[DELL][Wistron][Huracan/Performanate][PTL][WhP] DRTU 2.4GHz testing 100% on 4/11 DUT not work with 23.165 assert 0x2010121E,frankfcy,18/Sep/25 3:04 PM,Dell,Fixed,System->PHY,,,Closed,23.165,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10_pcspin,24.10.0_planned,,,,,,,,,P1-Stopper,frankfcy,Need to adjust the calibration point parameters to avoid signal compression in case of high VSWR in low band,Fixed
WIFI-753874,2846770,2-High,[Dell][Compal][RNG][PTL][WhP2]BE211 BT YB issue is suspected to be caused by Wi-Fi x121E assertion.,frankfcy,16/Sep/25 11:33 AM,Dell,Fixed,System->PHY,,,Closed,23.165.0.4,MHWFW00192_24.10.0.2,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.10.0_planned,,,,,,,,,,P1-Stopper,frankfcy,PHY: Attempt to calibrate LB channels using directional loopback in case of multiple failures,Fixed
WIFI-750602,2838091,1-Critical,[Lenovo][Kailash][PTL/BE211][25H2]wifi suddenly cannot search any HB AP until radio off/on manually,caizhiqi,10/Sep/25 2:29 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,23.165.0.5,"MHWFW00120_24.10.0.1, MHWFW00133_24.0.1.1",Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.0.1_approved,LenovoPTLFocus,,,,,,,,,P2-High,caizhiqi,same as WIFI-751329,Fixed
WIFI-750032,2836574,1-Critical,[Samsung][PTL][WhP][GB6 pro][wifi sensing]DUT wakes up intermittently without any human detection,kjfang,09/Sep/25 4:29 PM,Samsung,Fixed,FW->Sensing,,,Closed,NA,MHWFW00133_24.0.1.1,Whale Peak 2 Scorpius (BE211),,,,,,,,,,,,,,,,,,,,,,24.0.1_approved,core101_spin,,,,,,,,,P2-High,kjfang,typo in formula,Fixed
WIFI-746160,2828200,2-High,"[Lenovo ldeaPad/Consumer][LCFC][ARL-HX][BE200][Legion Pro 7 16IAX10H]Intel BE200 WLAN units do not display Wi-Fi7 mode after AP switching from 802.11ax to Wi-Fi7 when connect to 6GHz.(F/R:2/2 units,10/10 cycles)",caizhiqi,03/Sep/25 10:50 AM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,25H2 OS Refresh SIT,CRWFW11651_99.0.101.1,Fillmore Peak 2 Blazar (BE201),Gale Peak 2 (BE200),,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,caizhiqi,"Due to AP misbehavior of reporting Wifi7 IEs while being set as Wifi6 mode, we marked it as misbehaving and connected in HE mode.
",Fixed
WIFI-742498,2819298,2-High,"[Lenovo_IdeaPad][WenchangⅡ][LCFC][LNL][SIT][25H2][BE201][0x20100505]Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)",caizhiqi,28/Aug/25 10:46 AM,Lenovo - IdeaPad,Fixed,TOP->STEP,,,Closed,25H2 OS Refresh SIT,SBHWFW02424_23.160.1.2,Fillmore Peak 2 Blazar (BE201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,caizhiqi,"One of the CNVI HSIF timeout timers was not configured correctly to support worst case Channel/Package propagation time.
",Fixed
WIFI-741414,2808323,2-High,[DELL][PistaARL] GNNR may fail with error code 258,frankfcy,20/Aug/25 3:06 PM,Dell,Fixed,WinDriver->Connectivity,,,Closed,23.160,M_99.0.99.9_DRV_71a1a3_FW_15c976_42593,Fillmore Peak 2 Blazar (BE201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,frankfcy,"not an actual driver bug, but a bypass given by us.
Due to SMPS we sometimes don't have any energy on ANT B.
This feature causes some tests in GNNR to fail, so an OID can be used to turn SMPS mode.",Fixed
